cycle,range_bin,doppler_bin,output_hex
2671545000,28,19,009dff5b
2671555000,28,20,ff5f003e
2671565000,28,21,0037008a
2671575000,28,22,0059fea1
2671585000,28,23,ff9700ec
2671595000,28,24,00fb00cf
2671605000,28,25,fea1febb
2671615000,28,26,012700bd
2671625000,28,27,ff8b0047
2671635000,28,28,ffe1ff8a
2671645000,28,29,00e10042
2671655000,28,30,feaf0077
2671665000,28,31,00a1ff6a
2673545000,29,0,fff7ffff
2673555000,29,1,0042ffae
2673565000,29,2,003000c5
2673575000,29,3,ff49001e
2673585000,29,4,fffbff98
2673595000,29,5,004cff38
2673605000,29,6,00f402ba
2673615000,29,7,fef5fd1c
2673625000,29,8,002300e1
2673635000,29,9,0142000e
2673645000,29,10,fdda0017
2673655000,29,11,0145fe98
2673665000,29,12,fff30148
2673675000,29,13,ffa4ffa4
2673685000,29,14,00720052
2673695000,29,15,ff91ffee
2675575000,29,16,fff2fff9
2675585000,29,17,00490025
2675595000,29,18,ff59ffb2
2675605000,29,19,00a4000d
2675615000,29,20,fed4ffdc
2675625000,29,21,0265008e
2675635000,29,22,ff06fe4f
2675645000,29,23,ffaf01c4
2675655000,29,24,008a0031
2675665000,29,25,feadff61
2675675000,29,26,00fdffbe
2675685000,29,27,0034008d
2675695000,29,28,ffa8ffc2
2675705000,29,29,ffc10060
2675715000,29,30,ffe4ff99
2675725000,29,31,0065ffde
2677605000,30,0,fffbffe3
2677615000,30,1,fffbffde
2677625000,30,2,00410065
2677635000,30,3,ff27ffe4
2677645000,30,4,013efeec
2677655000,30,5,fefc01e7
2677665000,30,6,ff95fffa
2677675000,30,7,0158fdbb
2677685000,30,8,feb10141
2677695000,30,9,0165ff1a
2677705000,30,10,ff3d01b7
2677715000,30,11,0063fece
2677725000,30,12,ffbe0114
2677735000,30,13,0010ff11
2677745000,30,14,ffc50076
2677755000,30,15,0032fff3
2679635000,30,16,0006ffe6
2679645000,30,17,0016fff5
2679655000,30,18,fffa00a1
2679665000,30,19,ffcaff4c
2679675000,30,20,ffaa009a
2679685000,30,21,ffe1002b
2679695000,30,22,0080feef
2679705000,30,23,ff6800d3
2679715000,30,24,00c6ff74
2679725000,30,25,fe50016d
2679735000,30,26,0186fd6d
2679745000,30,27,feb20246
2679755000,30,28,0086fee8
2679765000,30,29,00490043
2679775000,30,30,ffd4001f
2679785000,30,31,000cfff3
2681665000,31,0,ffe6fffc
2681675000,31,1,ffedffb2
2681685000,31,2,0029ffc4
2681695000,31,3,00d301c7
2681705000,31,4,fe2cfe54
2681715000,31,5,0183006d
2681725000,31,6,fe92002e
2681735000,31,7,0150004c
2681745000,31,8,ff5cfea0
2681755000,31,9,012101dc
2681765000,31,10,fe33ffce
2681775000,31,11,00a5fef9
2681785000,31,12,00be0038
2681795000,31,13,ff7fff71
2681805000,31,14,00460088
2681815000,31,15,ffc80018
2683695000,31,16,fff8fff6
2683705000,31,17,005c000d
2683715000,31,18,ffcbfffc
2683725000,31,19,009afffb
2683735000,31,20,fe78005b
2683745000,31,21,0164ff8d
2683755000,31,22,ffd4ff5c
2683765000,31,23,ff4f00c9
2683775000,31,24,012cfff6
2683785000,31,25,ff6aff71
2683795000,31,26,007900c8
2683805000,31,27,ff980053
2683815000,31,28,ff6c0039
2683825000,31,29,0022fea5
2683835000,31,30,00880128
2683845000,31,31,ffcbff71
2685725000,32,0,ffbbffc7
2685735000,32,1,0036ffb5
2685745000,32,2,ffd0009a
2685755000,32,3,00c4006d
2685765000,32,4,ff26ff6e
2685775000,32,5,ff2c000b
2685785000,32,6,01260015
2685795000,32,7,0076ff58
2685805000,32,8,ffcdffdf
2685815000,32,9,ff5000f7
2685825000,32,10,00beff14
2685835000,32,11,fede005f
2685845000,32,12,012aff8c
2685855000,32,13,fff20101
2685865000,32,14,fef4ff25
2685875000,32,15,00c4009c
2687755000,32,16,fff9ffe8
2687765000,32,17,fff1fff2
2687775000,32,18,006300fd
2687785000,32,19,ff39fe39
2687795000,32,20,010a00e8
2687805000,32,21,fe9300b7
2687815000,32,22,0093fe9f
2687825000,32,23,003f007d
2687835000,32,24,001dff22
2687845000,32,25,011f0100
2687855000,32,26,fe89ffb5
2687865000,32,27,00b9004f
2687875000,32,28,ff84003e
2687885000,32,29,00a5ff2f
2687895000,32,30,ffbd00f7
2687905000,32,31,fff7ff6b
2689785000,33,0,ffa4ffee
2689795000,33,1,004dff8d
2689805000,33,2,ff290101
2689815000,33,3,0148fee0
2689825000,33,4,00000083
2689835000,33,5,fedf0053
2689845000,33,6,006e001f
2689855000,33,7,0029fe9d
2689865000,33,8,000e00a0
2689875000,33,9,007b0123
2689885000,33,10,ff11fee9
2689895000,33,11,ff3e0046
2689905000,33,12,018eff93
2689915000,33,13,ffad00a1
2689925000,33,14,fee0ff93
2689935000,33,15,01350059
2691815000,33,16,ffdfffeb
2691825000,33,17,006cfffa
2691835000,33,18,ff5300a4
2691845000,33,19,fffffed6
2691855000,33,20,ff4100bb
2691865000,33,21,01d000d3
2691875000,33,22,fe54fda6
2691885000,33,23,00870172
2691895000,33,24,0191ffb3
2691905000,33,25,feaa00ba
2691915000,33,26,008dffc4
2691925000,33,27,ff350066
2691935000,33,28,fffbffab
2691945000,33,29,0046ff8d
2691955000,33,30,001800b6
2691965000,33,31,ffb1ffa6
2693845000,34,0,ffc60025
2693855000,34,1,fff0ff74
2693865000,34,2,001c0085
2693875000,34,3,001cff6a
2693885000,34,4,00cf00c1
2693895000,34,5,ff78ffcc
2693905000,34,6,fef40034
2693915000,34,7,0157ff0a
2693925000,34,8,fe200017
2693935000,34,9,02b600b6
2693945000,34,10,fe5a006d
2693955000,34,11,fefcfed4
2693965000,34,12,01df001b
2693975000,34,13,feaa00be
2693985000,34,14,007aff9a
2693995000,34,15,0051002c
2695875000,34,16,0024ffe3
2695885000,34,17,000c0038
2695895000,34,18,ff790034
2695905000,34,19,0016ff54
2695915000,34,20,ffe6005d
2695925000,34,21,ff720041
2695935000,34,22,0142fe35
2695945000,34,23,009601bb
2695955000,34,24,fe9aff8d
2695965000,34,25,00ea0048
2695975000,34,26,0057ff00
2695985000,34,27,ff6a01a6
2695995000,34,28,ffa8ff57
2696005000,34,29,0088ff7f
2696015000,34,30,0012009b
2696025000,34,31,ff9affb3
2697905000,35,0,ff9affeb
2697915000,35,1,0016ff70
2697925000,35,2,006c0068
2697935000,35,3,ffb700dc
2697945000,35,4,ff3bffa6
2697955000,35,5,0133ff36
2697965000,35,6,ff5d013e
2697975000,35,7,ffedfee9
2697985000,35,8,00520061
2697995000,35,9,0038ffda
2698005000,35,10,ff9e003c
2698015000,35,11,ffcdff66
2698025000,35,12,00f900b6
2698035000,35,13,ff2fff08
2698045000,35,14,ffc9004e
2698055000,35,15,008f0075
2699935000,35,16,0021ffcd
2699945000,35,17,0052000e
2699955000,35,18,ff960011
2699965000,35,19,007fff9b
2699975000,35,20,ff82ff3f
2699985000,35,21,009001fe
2699995000,35,22,0032ff83
2700005000,35,23,ff06ff47
2700015000,35,24,002d009d
2700025000,35,25,000afefc
2700035000,35,26,ffdc00dd
2700045000,35,27,009bff3f
2700055000,35,28,ff2401b3
2700065000,35,29,0028fe98
2700075000,35,30,00e0006b
2700085000,35,31,ff54fff7
2701965000,36,0,ffc00019
2701975000,36,1,ffd9ffbb
2701985000,36,2,ffd7ffcc
2701995000,36,3,01310006
2702005000,36,4,ff2800db
2702015000,36,5,0039ff03
2702025000,36,6,00100121
2702035000,36,7,00eeffa0
2702045000,36,8,fecafffd
2702055000,36,9,fffdfeed
2702065000,36,10,ff7300da
2702075000,36,11,00afff20
2702085000,36,12,00960177
2702095000,36,13,fe81ff01
2702105000,36,14,00a6fff1
2702115000,36,15,005a006e
2703995000,36,16,001e000c
2704005000,36,17,ff9d0044
2704015000,36,18,ffd7ff7a
2704025000,36,19,0143003f
2704035000,36,20,fe6effc6
2704045000,36,21,fff9ffce
2704055000,36,22,015f00b7
2704065000,36,23,ff28fee5
2704075000,36,24,00ce00f0
2704085000,36,25,ffd5ff3a
2704095000,36,26,fe6d00d2
2704105000,36,27,016bfe67
2704115000,36,28,ff1e00fa
2704125000,36,29,00f1ff5c
2704135000,36,30,ffb50079
2704145000,36,31,ffceff95
2706025000,37,0,0000fffc
2706035000,37,1,0005ffec
2706045000,37,2,ff85002e
2706055000,37,3,0091ff1f
2706065000,37,4,00330163
2706075000,37,5,fffbff67
2706085000,37,6,ffa8fe95
2706095000,37,7,01a00218
2706105000,37,8,fd06007c
2706115000,37,9,01edfe76
2706125000,37,10,ff2bffb6
2706135000,37,11,00190053
2706145000,37,12,01170085
2706155000,37,13,fe6bff83
2706165000,37,14,00b00027
2706175000,37,15,0006002a
2708055000,37,16,ffcefff1
2708065000,37,17,00620025
2708075000,37,18,ff7dff77
2708085000,37,19,0030014b
2708095000,37,20,fe4afe8f
2708105000,37,21,02940023
2708115000,37,22,fed3002b
2708125000,37,23,ff2bffdd
2708135000,37,24,02740047
2708145000,37,25,fe4affa9
2708155000,37,26,ff970055
2708165000,37,27,00e0ff99
2708175000,37,28,ff48ff79
2708185000,37,29,0024009f
2708195000,37,30,007dffa1
2708205000,37,31,ffb90007
2710085000,38,0,ffda0008
2710095000,38,1,ffbdffde
2710105000,38,2,00300068
2710115000,38,3,000efe3a
2710125000,38,4,010f01a9
2710135000,38,5,febaffce
2710145000,38,6,ff8efeee
2710155000,38,7,01dd01e4
2710165000,38,8,fe2efe7e
2710175000,38,9,0029009c
2710185000,38,10,00360004
2710195000,38,11,ffdc004a
2710205000,38,12,0021ffb5
2710215000,38,13,003cffec
2710225000,38,14,ffac0032
2710235000,38,15,0085fff4
2712115000,38,16,00220030
2712125000,38,17,fff30020
2712135000,38,18,ff840004
2712145000,38,19,0053ffda
2712155000,38,20,ff69ffa1
2712165000,38,21,013bffd5
2712175000,38,22,fee101b0
2712185000,38,23,ff96fe8d
2712195000,38,24,00faffc8
2712205000,38,25,ff5900d2
2712215000,38,26,008cff56
2712225000,38,27,ff0900aa
2712235000,38,28,0093ff67
2712245000,38,29,ffbd0049
2712255000,38,30,00570016
2712265000,38,31,ffaaff8f
2714145000,39,0,fffeffe7
2714155000,39,1,ffb5ffd2
2714165000,39,2,003cfffe
2714175000,39,3,0095005b
2714185000,39,4,fe7200a7
2714195000,39,5,0030fdc3
2714205000,39,6,017001b3
2714215000,39,7,ff45ff07
2714225000,39,8,ffe2016f
2714235000,39,9,ff83ff70
2714245000,39,10,014aff90
2714255000,39,11,ff6b00af
2714265000,39,12,00220057
2714275000,39,13,ffe4febb
2714285000,39,14,ffee003b
2714295000,39,15,0017005f
2716175000,39,16,0017fff0
2716185000,39,17,00580049
2716195000,39,18,fedbffd9
2716205000,39,19,00edffc4
2716215000,39,20,ff31ffd9
2716225000,39,21,01620061
2716235000,39,22,febbff4d
2716245000,39,23,0114ffa4
2716255000,39,24,00790176
2716265000,39,25,fdf2fe41
2716275000,39,26,02710199
2716285000,39,27,fecbffa0
2716295000,39,28,0073ffb1
2716305000,39,29,ffe4000d
2716315000,39,30,00450061
2716325000,39,31,ffe4ffa0
2718205000,40,0,fff4ffd7
2718215000,40,1,001a0023
2718225000,40,2,ffa2004d
2718235000,40,3,00a7fe5f
2718245000,40,4,003c0195
2718255000,40,5,fe55ffec
2718265000,40,6,02c0ff64
2718275000,40,7,fd7100a6
2718285000,40,8,007cffd9
2718295000,40,9,ffc4fef3
2718305000,40,10,fff20123
2718315000,40,11,012bff29
2718325000,40,12,ffa40113
2718335000,40,13,ff89ffb2
2718345000,40,14,0044ff8c
2718355000,40,15,00190066
2720235000,40,16,000dfffd
2720245000,40,17,ffa00038
2720255000,40,18,005effe9
2720265000,40,19,ff1f0019
2720275000,40,20,0041ff13
2720285000,40,21,00ce0046
2720295000,40,22,ff5000e1
2720305000,40,23,ffdbfe68
2720315000,40,24,01170081
2720325000,40,25,ff8cffb0
2720335000,40,26,ffae0097
2720345000,40,27,00770069
2720355000,40,28,ffe7fef7
2720365000,40,29,0056008a
2720375000,40,30,ff900047
2720385000,40,31,0027ff9e
2722265000,41,0,ffdbfff0
2722275000,41,1,ff830070
2722285000,41,2,0061fef4
2722295000,41,3,004a0064
2722305000,41,4,000601ae
2722315000,41,5,ff82fd5a
2722325000,41,6,0075024b
2722335000,41,7,fedffea0
2722345000,41,8,01fb0092
2722355000,41,9,fe9700e6
2722365000,41,10,0109fe8a
2722375000,41,11,fef8011a
2722385000,41,12,0110ff58
2722395000,41,13,fed4ff7c
2722405000,41,14,00650047
2722415000,41,15,003f001e
2724295000,41,16,000affd6
2724305000,41,17,004cfff7
2724315000,41,18,002dfffc
2724325000,41,19,ff4efff5
2724335000,41,20,00450077
2724345000,41,21,ffa2ff90
2724355000,41,22,016efef3
2724365000,41,23,ff3200fc
2724375000,41,24,00b8003c
2724385000,41,25,ff4cff7f
2724395000,41,26,0149ffb0
2724405000,41,27,ff36025b
2724415000,41,28,ffe5fd9f
2724425000,41,29,001a0192
2724435000,41,30,0070ff41
2724445000,41,31,ffb60024
2726325000,42,0,ffd5fff3
2726335000,42,1,004d0020
2726345000,42,2,ff300027
2726355000,42,3,0075fe72
2726365000,42,4,00c700f0
2726375000,42,5,ff34016e
2726385000,42,6,0037fe90
2726395000,42,7,ff23004f
2726405000,42,8,00b9ff7f
2726415000,42,9,ffb50154
2726425000,42,10,005afe4f
2726435000,42,11,0027024c
2726445000,42,12,ff7ffe5e
2726455000,42,13,00820026
2726465000,42,14,ff73004a
2726475000,42,15,0081ffdb
2728355000,42,16,0013000b
2728365000,42,17,00190007
2728375000,42,18,ff5afff3
2728385000,42,19,00440051
2728395000,42,20,ffc9ff2f
2728405000,42,21,0161007a
2728415000,42,22,fe290061
2728425000,42,23,0118fed8
2728435000,42,24,00450109
2728445000,42,25,feed0045
2728455000,42,26,0086ff4f
2728465000,42,27,fff40049
2728475000,42,28,0033ff91
2728485000,42,29,fff1002a
2728495000,42,30,00630091
2728505000,42,31,ffa8ffa6
2730385000,43,0,ffcfffd9
2730395000,43,1,007c0034
2730405000,43,2,ffad0014
2730415000,43,3,ff62ff76
2730425000,43,4,012bffc7
2730435000,43,5,fe770115
2730445000,43,6,0139ff66
2730455000,43,7,ff230053
2730465000,43,8,01c900d9
2730475000,43,9,fe0cff24
2730485000,43,10,ffbd006a
2730495000,43,11,0162ff60
2730505000,43,12,fed9ff77
2730515000,43,13,012d0083
2730525000,43,14,ffc10054
2730535000,43,15,ffedffbf
2732415000,43,16,0024002c
2732425000,43,17,ffd3ffe7
2732435000,43,18,ffb6ffc0
2732445000,43,19,00d9005f
2732455000,43,20,ff4eff67
2732465000,43,21,017000db
2732475000,43,22,fec6fff3
2732485000,43,23,ffd6fffc
2732495000,43,24,006eff44
2732505000,43,25,ffbb0035
2732515000,43,26,002601d6
2732525000,43,27,ffa7fd81
2732535000,43,28,0148013d
2732545000,43,29,fef60051
2732555000,43,30,007e002b
2732565000,43,31,ffceffb4
2734445000,44,0,0001ffda
2734455000,44,1,fffc001e
2734465000,44,2,fffcffef
2734475000,44,3,ffe2ff49
2734485000,44,4,00b1007f
2734495000,44,5,ff910095
2734505000,44,6,fe8dff24
2734515000,44,7,034a00fa
2734525000,44,8,fccbfef4
2734535000,44,9,003e00e6
2734545000,44,10,00eafeeb
2734555000,44,11,00620047
2734565000,44,12,ff5b00e7
2734575000,44,13,00f1ff87
2734585000,44,14,ff05fff6
2734595000,44,15,0066002e
2736475000,44,16,0007000c
2736485000,44,17,ffd2ffc9
2736495000,44,18,0014006d
2736505000,44,19,0011ffbe
2736515000,44,20,ffd3ff24
2736525000,44,21,006800bd
2736535000,44,22,001700e3
2736545000,44,23,ff6fff24
2736555000,44,24,0099ffea
2736565000,44,25,fffeff23
2736575000,44,26,ff4a01eb
2736585000,44,27,0115fe24
2736595000,44,28,ff99017a
2736605000,44,29,0000ff5b
2736615000,44,30,00570089
2736625000,44,31,ff9bffce
2738505000,45,0,000cffee
2738515000,45,1,ffec003d
2738525000,45,2,ffb50012
2738535000,45,3,00aaff29
2738545000,45,4,ffea00bd
2738555000,45,5,feb00021
2738565000,45,6,00ceff68
2738575000,45,7,00f2fff5
2738585000,45,8,fe1e00ca
2738595000,45,9,0002ff9b
2738605000,45,10,019bff08
2738615000,45,11,ffc20149
2738625000,45,12,ffdcffbb
2738635000,45,13,001e0017
2738645000,45,14,ff42fffe
2738655000,45,15,0096ffd9
2740535000,45,16,00000001
2740545000,45,17,00890026
2740555000,45,18,ff61fff8
2740565000,45,19,ffabffeb
2740575000,45,20,ffebff8f
2740585000,45,21,00e40044
2740595000,45,22,feddff49
2740605000,45,23,016900de
2740615000,45,24,ff740057
2740625000,45,25,00e9fe58
2740635000,45,26,fee90252
2740645000,45,27,ffeffea3
2740655000,45,28,0095fffd
2740665000,45,29,ff6200da
2740675000,45,30,00f50009
2740685000,45,31,ff35ffa8
2742565000,46,0,000dfff9
2742575000,46,1,ffcaffd9
2742585000,46,2,004700cc
2742595000,46,3,fff7fe0c
2742605000,46,4,ffa101ee
2742615000,46,5,003dff80
2742625000,46,6,ffeeffaf
2742635000,46,7,0018005d
2742645000,46,8,ff43fef1
2742655000,46,9,011a0057
2742665000,46,10,ff91018e
2742675000,46,11,0091fdde
2742685000,46,12,ffd3011c
2742695000,46,13,ffd70090
2742705000,46,14,ff76ff43
2742715000,46,15,00680039
2744595000,46,16,fff7000a
2744605000,46,17,009fffd4
2744615000,46,18,ff260091
2744625000,46,19,ff86ff08
2744635000,46,20,00f80007
2744645000,46,21,ffe30050
2744655000,46,22,ff46ff4e
2744665000,46,23,00f400f3
2744675000,46,24,0011ff36
2744685000,46,25,00330026
2744695000,46,26,ff5200e5
2744705000,46,27,0004ff8e
2744715000,46,28,00d00049
2744725000,46,29,ff1fffa2
2744735000,46,30,00f20084
2744745000,46,31,ff6eff93
2746625000,47,0,ffb7ffd6
2746635000,47,1,002b0064
2746645000,47,2,ff98ff33
2746655000,47,3,007c0066
2746665000,47,4,001f002f
2746675000,47,5,ffcc0010
2746685000,47,6,feb1ffb1
2746695000,47,7,01faffa0
2746705000,47,8,feed0132
2746715000,47,9,ff65ff50
2746725000,47,10,0104ffa7
2746735000,47,11,006cfff4
2746745000,47,12,ffedffa1
2746755000,47,13,ffb401d8
2746765000,47,14,fefbfe7d
2746775000,47,15,0116008a
2748655000,47,16,000e0001
2748665000,47,17,fff1ffb9
2748675000,47,18,008a0088
2748685000,47,19,ff3affde
2748695000,47,20,00b9ffa2
2748705000,47,21,ff6b0084
2748715000,47,22,00d1fff9
2748725000,47,23,fedb002d
2748735000,47,24,00d6ff27
2748745000,47,25,ffd100f7
2748755000,47,26,ffa00040
2748765000,47,27,ff4cff50
2748775000,47,28,00afffc6
2748785000,47,29,ff7b0084
2748795000,47,30,00c90027
2748805000,47,31,ff47ffe5
2750685000,48,0,ffd9ffa3
2750695000,48,1,003d00b6
2750705000,48,2,ffaeff24
2750715000,48,3,fff7003e
2750725000,48,4,01180045
2750735000,48,5,fe60ff67
2750745000,48,6,00520168
2750755000,48,7,ffcbfe7c
2750765000,48,8,01d5010b
2750775000,48,9,fe4dff00
2750785000,48,10,007c012a
2750795000,48,11,ffb3ff0e
2750805000,48,12,00a20085
2750815000,48,13,ff42ff9b
2750825000,48,14,009cffb2
2750835000,48,15,ffdf00a0
2752715000,48,16,002e0023
2752725000,48,17,ffa0ffe7
2752735000,48,18,00b1ffe4
2752745000,48,19,ffd8ff9e
2752755000,48,20,ffcb0133
2752765000,48,21,0009fea0
2752775000,48,22,ffed00e0
2752785000,48,23,ffa1004a
2752795000,48,24,001efe87
2752805000,48,25,0142ffa3
2752815000,48,26,fe4501be
2752825000,48,27,00a6ff0e
2752835000,48,28,007d00d7
2752845000,48,29,ff01fee2
2752855000,48,30,00c90112
2752865000,48,31,ffa5ff56
2754745000,49,0,ffb90007
2754755000,49,1,ffdfffdf
2754765000,49,2,006fffbe
2754775000,49,3,ffa800ee
2754785000,49,4,004d0037
2754795000,49,5,ff92fe1f
2754805000,49,6,00860262
2754815000,49,7,fe65ff09
2754825000,49,8,017ffedb
2754835000,49,9,ffb10107
2754845000,49,10,00e3fff8
2754855000,49,11,fe8600ce
2754865000,49,12,0143feeb
2754875000,49,13,ff5affab
2754885000,49,14,ffe0007c
2754895000,49,15,0071fff3
2756775000,49,16,ffd9ffd8
2756785000,49,17,0031ffb7
2756795000,49,18,00790095
2756805000,49,19,ffc5ffd6
2756815000,49,20,fe8f004f
2756825000,49,21,01ecffe2
2756835000,49,22,00bcfe27
2756845000,49,23,fc97030a
2756855000,49,24,031bfd38
2756865000,49,25,ff970231
2756875000,49,26,ff1fff13
2756885000,49,27,006fffb6
2756895000,49,28,001900e5
2756905000,49,29,ff54ff82
2756915000,49,30,0068fffd
2756925000,49,31,0015002e
2758805000,50,0,ffb5ffd0
2758815000,50,1,0077003a
2758825000,50,2,ffdb0002
2758835000,50,3,ff82ff83
2758845000,50,4,00960183
2758855000,50,5,ff83fe1b
2758865000,50,6,00410164
2758875000,50,7,fef4ff78
2758885000,50,8,0135ff68
2758895000,50,9,fe8500da
2758905000,50,10,01d3ff30
2758915000,50,11,ff2800a3
2758925000,50,12,00ac0039
2758935000,50,13,ffa1ff41
2758945000,50,14,00050066
2758955000,50,15,00220002
2760835000,50,16,00080023
2760845000,50,17,0005ffd6
2760855000,50,18,000e000d
2760865000,50,19,00280019
2760875000,50,20,ff0100a2
2760885000,50,21,00fbfe1b
2760895000,50,22,00360179
2760905000,50,23,fd770083
2760915000,50,24,028cfe03
2760925000,50,25,feb700c6
2760935000,50,26,017eff51
2760945000,50,27,febe01cd
2760955000,50,28,009ffeec
2760965000,50,29,ff5d0011
2760975000,50,30,00920025
2760985000,50,31,ffe7ffaf
2762865000,51,0,ff9fffb3
2762875000,51,1,003cffa6
2762885000,51,2,006d0089
2762895000,51,3,ff11002f
2762905000,51,4,00c2ff7e
2762915000,51,5,ff470091
2762925000,51,6,ff65fe30
2762935000,51,7,00490164
2762945000,51,8,00f9ffeb
2762955000,51,9,ff100080
2762965000,51,10,0035ff81
2762975000,51,11,000dffed
2762985000,51,12,00c6ffc4
2762995000,51,13,fff900fd
2763005000,51,14,fed1febe
2763015000,51,15,011500f4
2764895000,51,16,00130006
2764905000,51,17,ffe50040
2764915000,51,18,fff4ff71
2764925000,51,19,00b00057
2764935000,51,20,fe9200e7
2764945000,51,21,0146fe05
2764955000,51,22,ff6302af
2764965000,51,23,fe44ff22
2764975000,51,24,0191fe94
2764985000,51,25,ffdf008e
2764995000,51,26,005a00a7
2765005000,51,27,feea0027
2765015000,51,28,00faffa3
2765025000,51,29,fef20069
2765035000,51,30,00cf006d
2765045000,51,31,ff76ff5c
2766925000,52,0,ffd0ffa7
2766935000,52,1,00420059
2766945000,52,2,fffbffc2
2766955000,52,3,ff830008
2766965000,52,4,00970068
2766975000,52,5,fed1ff8a
2766985000,52,6,00aaff7e
2766995000,52,7,ffb200cd
2767005000,52,8,002cfecd
2767015000,52,9,019a016b
2767025000,52,10,fd83ff16
2767035000,52,11,020f0058
2767045000,52,12,fe6500f0
2767055000,52,13,014bff42
2767065000,52,14,ff68ffae
2767075000,52,15,003c0073
2768955000,52,16,000f0030
2768965000,52,17,0007ffd8
2768975000,52,18,0058008f
2768985000,52,19,ff67ff2b
2768995000,52,20,00ac008f
2769005000,52,21,0029fff3
2769015000,52,22,fee5010b
2769025000,52,23,0082ffc5
2769035000,52,24,feef0006
2769045000,52,25,00d9fdd4
2769055000,52,26,ffbe0251
2769065000,52,27,ff9bffa1
2769075000,52,28,006eff93
2769085000,52,29,001fffc9
2769095000,52,30,0005013d
2769105000,52,31,ffccff07
2770985000,53,0,001ffffc
2770995000,53,1,ff88fffd
2771005000,53,2,00bb0000
2771015000,53,3,ff68ffbe
2771025000,53,4,00750122
2771035000,53,5,ff77fee4
2771045000,53,6,0044003a
2771055000,53,7,0063002e
2771065000,53,8,fe1bfffc
2771075000,53,9,0178001f
2771085000,53,10,0037ff2a
2771095000,53,11,ffe2ffe4
2771105000,53,12,ff8d011a
2771115000,53,13,013dff7c
2771125000,53,14,feae0088
2771135000,53,15,007fff94
2773015000,53,16,ffeaffed
2773025000,53,17,009cffb1
2773035000,53,18,fff800b2
2773045000,53,19,ff02ff8e
2773055000,53,20,0043ffb7
2773065000,53,21,016500d2
2773075000,53,22,fe5affce
2773085000,53,23,00b7ffdb
2773095000,53,24,003400a9
2773105000,53,25,0004feb9
2773115000,53,26,fff001a4
2773125000,53,27,ff54ff3e
2773135000,53,28,013bffab
2773145000,53,29,ff5b00e4
2773155000,53,30,00ea0034
2773165000,53,31,ff2bffc9
2775045000,54,0,ffebffa5
2775055000,54,1,ffae0027
2775065000,54,2,014c0042
2775075000,54,3,fe57ff7b
2775085000,54,4,01f8ffc4
2775095000,54,5,fda60124
2775105000,54,6,00d4ff2f
2775115000,54,7,0090ff39
2775125000,54,8,fee1011f
2775135000,54,9,0172ff77
2775145000,54,10,fe9e00dc
2775155000,54,11,00cbfeef
2775165000,54,12,ff4c0090
2775175000,54,13,00dafffe
2775185000,54,14,ffbaffbb
2775195000,54,15,0026007d
2777075000,54,16,ffed0029
2777085000,54,17,0063ff95
2777095000,54,18,ffb100a9
2777105000,54,19,ff63ff93
2777115000,54,20,00bd003a
2777125000,54,21,00410012
2777135000,54,22,ff03ff38
2777145000,54,23,005c010d
2777155000,54,24,0051fe95
2777165000,54,25,007100c1
2777175000,54,26,ffcf0043
2777185000,54,27,ffb10079
2777195000,54,28,00a1ff3c
2777205000,54,29,ffd7ffe4
2777215000,54,30,00310110
2777225000,54,31,ff94ff43
2779105000,55,0,ffc9ffa5
2779115000,55,1,ffe2fff3
2779125000,55,2,00e30010
